employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
24144,Sandra Holder,Patient Care Assistant,60422.31,13497.02,5412.02,30520.41,96489.29
24169,Jose Moore,Patient Care Assistant,3160.8,0,244.71,1148.51,4309.31
24183,Peter Reed,Patient Care Assistant,21160.53,5909.87,1904.61,13977.92,39108.03
24259,Kristine Olsen,Patient Care Assistant,29067.53,6796.27,2418.55,17707.5,48110.91
24351,Devin Woods,Patient Care Assistant,67948,14980.16,5902.25,33937.35,105949.36
24471,Kelly Richardson,Patient Care Assistant,49949.2,13561.14,4538.76,31154.84,87714.44
24547,Cheryl Coleman,Patient Care Assistant,42768.02,11219.23,3802.35,26168.49,74047.34
24639,Steven Macdonald,Patient Care Assistant,0,0,19.04,19.04,267.91
24707,Douglas Chan,Patient Care Assistant,53757.09,14771.57,6214.85,33972.39,112233.33
24711,Peter Wright,Patient Care Assistant,38881.01,8407.08,3797.01,19735.79,67974.69
24781,Sean Parrish,Patient Care Assistant,52670.01,14485.33,6842.57,34056.79,120308.87
2479,Andre Yang,Patient Care Assistant,10387.74,2214.67,873.1,5117.12,15748.98
24813,Wesley Houston,Patient Care Assistant,21292.15,0,1657.38,7888.29,29296
2492,Misty Diaz,Patient Care Assistant,28453,6122.47,2503.54,14149.25,44483.42
25015,Theresa Rodriguez,Patient Care Assistant,19770.87,5442.55,1786.81,12976.99,35451.91
25163,Brian Hernandez,Patient Care Assistant,60420.73,13624.03,6340.06,31575.46,112389.18
25188,Dr. Jerry Molina,Patient Care Assistant,14634.95,0,1161.99,5486.44,20495.22
25338,Destiny Parks,Patient Care Assistant,43242.78,10962.4,4220.34,27271.11,82375.29
25388,Daniel Brown,Patient Care Assistant,58916.51,13912.52,5005.4,30233.6,96710.88
25432,Joseph Fox,Patient Care Assistant,67948,14860.02,7391.43,35306.39,129224.03
25483,Christina Baker,Patient Care Assistant,29827.18,5637.11,2567.49,16922.54,49523.7
25513,Vincent Diaz,Patient Care Assistant,43699.26,11970.67,3889.1,26584.97,75678.17
25576,Sylvia Baldwin,Patient Care Assistant,60398.62,15639.06,5399.27,34039.92,102965.07
25585,Ralph Pierce,Patient Care Assistant,47075.76,12859.95,4339.42,28886.05,82966.84
25760,Gary Olson,Patient Care Assistant,45316.42,11650.56,3976.43,28681.93,78264.74
25783,Kaitlyn Levine,Patient Care Assistant,2282.8,0,180.81,833.5,3168.98
25794,Bryan Lee,Patient Care Assistant,2999.72,0,233.27,1083.73,4096.75
25900,Tami Wilson,Patient Care Assistant,60590.1,14309.92,5628.4,31581.51,100420.56
25950,Jennifer Farley,Patient Care Assistant,13440.47,0,1040.69,5013.1,18455.28
26277,Pamela Lester,Patient Care Assistant,48542.8,13140.8,4315.73,29236.73,82863.71
26350,Jacob Johnson,Patient Care Assistant,53679.7,13057.8,4958.18,29540.73,90177.93
26351,Taylor Thompson,Patient Care Assistant,54653.74,12242.93,4841.87,27585.24,86258.57
26419,Charles Perez,Patient Care Assistant,52681.52,12235.23,4713.76,27124.57,86952.56
26460,Alex Boyer,Patient Care Assistant,67948,14860.02,8348.66,36263.62,142322.73
26481,Barbara Sanders,Patient Care Assistant,67915.73,14979.06,7051.74,35079.47,124718.82
26600,Stephanie Guzman,Patient Care Assistant,52276.46,13223.93,6679.22,32954.95,117158.62
26658,Francisco Horton,Patient Care Assistant,1865.75,0,146.6,680.1,2545.85
26694,Holly Smith,Patient Care Assistant,16543.6,0,1372.05,6242.55,23964.73
26730,Jill Warner,Patient Care Assistant,12185.87,2847.87,1144.87,6976.36,20655.46
26845,Marie Brooks,Patient Care Assistant,37206.2,8437.08,2953.8,22286.73,63688.96
26973,Sarah Lee,Patient Care Assistant,60822.45,13598.7,5179.6,30464.98,93580.15
27055,Richard Davis,Patient Care Assistant,67948.01,14991.62,7381.91,35428.47,127163.54
27109,Andrea Miller DDS,Patient Care Assistant,66076.02,14576.16,5661.23,32930.44,101905.4
27186,Joel Williams,Patient Care Assistant,34154.6,7466.79,3220.78,20679.62,61342.31
27222,Jason Hoffman,Patient Care Assistant,54043,13687.79,4858.84,31601.57,90614.24
27267,Shane Banks,Patient Care Assistant,27130,7145.47,3866.23,18543.4,67652.76
2727,Parker Schwartz,Patient Care Assistant,53879.42,12645.58,4238.46,29900.51,84100.18
27348,Jacqueline Butler,Patient Care Assistant,65341,14392.95,5595.26,32541.04,100700.49
27358,Shannon Lyons,Patient Care Assistant,30613.15,4906.14,3153.83,17015.34,57093.44
27384,Elizabeth Morales,Patient Care Assistant,51773.03,13493.82,5702.9,32250.09,106921.75
27385,Diana Ramos,Patient Care Assistant,36021.6,7890.22,2908.73,21343.32,60199.59
27407,Taylor Mckinney,Patient Care Assistant,60793.36,14209.19,5370.77,31260.37,96756.47
27560,Angela Roberts,Patient Care Assistant,39555.08,7894.45,4866.47,24353.46,86806.1
27716,Jamie Bennett,Patient Care Assistant,51111.88,13129.57,4804.98,30880.09,93893.95
27885,Kendra Smith,Patient Care Assistant,38140.42,9674.33,3663.74,23073.35,61250.36
28015,Caitlin Patel,Patient Care Assistant,26999.97,4992.91,2645.39,15532.96,49282.18
28026,Lindsay Kirk,Patient Care Assistant,13615.11,0,1158.18,5160.46,20120.18
28028,Mark Tran,Patient Care Assistant,14520.72,0,1152.02,5383.9,20263.93
28044,Karen Phillips,Patient Care Assistant,5443.6,0,421.44,1977.99,7421.59
28077,Brandon Cox,Patient Care Assistant,40554.64,8345.53,4035.74,24272.76,75338.16
2812,Bethany Zimmerman,Patient Care Assistant,52647.25,13259.14,4940.97,18200.11,78237.95
28123,Susan Hutchinson,Patient Care Assistant,57383.3,13435.5,5357.71,29806.5,94800.35
28319,Sheri Anthony,Patient Care Assistant,47192.06,12958.77,4072.62,28615.08,82336.39
28347,Spencer Benson,Patient Care Assistant,61492.49,14426.59,6491.01,32762.76,112326.93
28427,Brittany Wright,Patient Care Assistant,6527.1,1620.03,548.62,4026.46,11257.81
28443,Joshua Bruce,Patient Care Assistant,18655.38,0,1572.13,7045.16,27351.65
28561,Diane Gaines,Patient Care Assistant,60803.6,13612.73,5044.59,30340.18,94697.65
2859,Corey Pace,Patient Care Assistant,53835.6,12726.33,4626.21,30357.27,87449
28704,Matthew Thomas,Patient Care Assistant,52872.72,12566.86,4429.45,16996.31,70479.37
28720,Chad Brown,Patient Care Assistant,13876.51,0,1202.23,5302.3,20830.89
28757,Gary Peterson,Patient Care Assistant,12269.24,0,1027.64,4674.24,17970.03
28799,Michelle Nichols,Patient Care Assistant,49401.95,12630.83,4676.98,27782.08,87177.3
28832,Edward Hanna,Patient Care Assistant,67948.01,16246.9,5920.43,35222.27,112896.24
28900,Samuel Boyd,Patient Care Assistant,40324.91,10245.23,5956.07,27058.74,102481.42
29017,Glenda Graham,Patient Care Assistant,5459.2,1408.47,489.39,3504.62,9459.63
29047,Robert Anthony,Patient Care Assistant,60767.41,14288.48,7714.15,33676.76,128892.45
29070,David Bell,Patient Care Assistant,27743.95,5676.49,2497.6,16295.77,47957.28
29093,Christopher Evans,Patient Care Assistant,54043,12686.6,4349.3,30090.84,85721.06
29130,Keith Jones,Patient Care Assistant,47951.6,12219.28,3774.05,29048.27,78512.02
29234,Kayla Joseph,Patient Care Assistant,873.5,181,69.01,250.01,1123.51
29249,Stefanie Spencer,Patient Care Assistant,60597.98,13544.48,5414.04,30601.26,97692.5
29306,Sara Cervantes,Patient Care Assistant,16613.15,4638.74,1544.94,11021.1,30287.12
29389,Angela Barrett,Patient Care Assistant,0,0,0,-7.7,-7.7
29426,Sandra Jenkins,Patient Care Assistant,36189.22,6065.29,3053.44,19725.87,60301
29445,Mr. Robert Holland,Patient Care Assistant,67948,14986,7065.84,35106.78,124858.89
29561,Mary Lester,Patient Care Assistant,53238.98,13480.43,4304.43,30799,87283.26
29615,Ronald Duncan,Patient Care Assistant,2809.6,0,226.22,1029.04,3951.02
2986,Daniel Richmond,Patient Care Assistant,56143.41,13469.59,4970.68,29206.39,92549.36
29921,Gregory Moss,Patient Care Assistant,59556.1,14056.83,5665,31169.57,100364
30043,Sheila Ross,Patient Care Assistant,39449.52,7803.86,4107.41,23475.56,75511.43
30058,Kayla Shepard,Patient Care Assistant,30229.37,5710.15,2734.19,17284.67,51987.43
30078,Tyler Graham,Patient Care Assistant,54017.34,13706.57,4925.55,31680.79,92602.85
30104,Jason Parker,Patient Care Assistant,46672,12689.53,3955.32,29699.78,82013.55
30107,Emily Wood,Patient Care Assistant,2651.19,0,209.96,997.65,3709.68
3011,Kelly Brown,Patient Care Assistant,16678.32,3855.11,1442.17,9368.22,27779.09
30149,Andrew Brown,Patient Care Assistant,61289.44,14519.4,5480.8,31774.75,98471.4
30173,Christina Graham,Patient Care Assistant,36755.09,9092.47,3139.08,21594.9,61147.97
30195,Mark Davidson,Patient Care Assistant,44954.85,12429.38,4819.76,30201.09,96374.26
3021,Manuel Carson,Patient Care Assistant,67948,16341.01,9603.07,38999.02,163773.1
30225,Steven Walker,Patient Care Assistant,40084.42,11077.76,5048.85,27312.61,90666.08
3026,Daniel Williams,Patient Care Assistant,60321.73,14263.13,5389.76,31242.29,99964.82
30349,Christopher Romero,Patient Care Assistant,54017.34,13841.89,4903.17,31793.73,91497.28
30541,Tamara Chang,Patient Care Assistant,7697,1788.69,944.62,4239.65,15897.19
30650,Jessica Rodriguez,Patient Care Assistant,39485.82,8990.53,3418.65,20057.37,62592.56
3067,Mike Daniel,Patient Care Assistant,57687.43,13598.59,5200.02,30435.33,96965.87
30708,Cynthia Clark,Patient Care Assistant,60278.33,14234.26,5522.71,31341.47,98721.74
3076,Heather Thomas,Patient Care Assistant,67948,16070.26,7155.74,36280.94,127133.48
30766,Travis Smith,Patient Care Assistant,44464.6,12177.65,4014.25,27459.64,77367.94
30893,Richard Robinson,Patient Care Assistant,67948,14959.69,6094.94,34109.57,111499.07
30898,Troy Ortiz,Patient Care Assistant,48081.58,12457.24,3912.39,27984.13,79604.41
30950,Jerry Henderson,Patient Care Assistant,45145.48,11570.53,5055.13,29247.59,92879.71
30951,Mrs. Beth Briggs,Patient Care Assistant,48788.19,11438.14,5337.32,26137.92,94149.39
31033,Thomas Jordan,Patient Care Assistant,64404.52,15434.01,6086.02,33885.88,109131.35
31052,Melanie Parks,Patient Care Assistant,46230.4,12785.8,5046.63,30761.91,93983.93
31063,Paul Prince,Patient Care Assistant,60150.35,14242.88,5550.34,31348.53,102194.13
31163,Sheila Jones,Patient Care Assistant,25840.01,6619.93,2140.86,16292.49,43706.43
31201,Craig Hernandez,Patient Care Assistant,65768.87,15524.11,6533.16,34692.51,114581.15
31311,Lisa Lucas,Patient Care Assistant,21569.08,0,1726.3,8090.59,30388.5
31365,Randy James,Patient Care Assistant,48242.22,12490.3,4132.59,28278.19,79766.29
31389,Jacob Kim,Patient Care Assistant,2985.2,0,231.11,1084.7,4069.9
31396,Ashley Aguirre,Patient Care Assistant,28778.04,4274.35,2698.97,15389.29,50360.64
31457,Linda Price,Patient Care Assistant,42852.41,10846.9,3614.54,25320.96,69885.14
31629,Mrs. Tammie Turner,Patient Care Assistant,54043,13992.98,4758.6,31806.52,94125.21
31682,Joseph Rose,Patient Care Assistant,46123.52,12768.52,6458.6,32127.4,113842.76
31691,Timothy Cooke,Patient Care Assistant,17814.43,0,1388.53,6616.79,24551.82
31719,Eric Hawkins,Patient Care Assistant,47882.36,12393.29,4448.55,28409.27,83843.6
31732,Andrew Solomon,Patient Care Assistant,67948,16052.08,6625.68,35732.7,116816.86
31937,Joshua Reed,Patient Care Assistant,67948,14980.16,6328.37,34363.47,114785.12
32003,Robert Mitchell,Patient Care Assistant,37815.63,7890.22,3121.89,22089.97,62065.82
32226,Tammy Harmon,Patient Care Assistant,37584.58,9354.81,3184.77,21422.84,62916.29
32244,Laura Palmer,Patient Care Assistant,26950.9,6937.96,2595.37,17014.82,49708.95
32247,Dean Bryan,Patient Care Assistant,59670.44,13434.84,5090.58,29990.86,94952.04
3232,Laura Reynolds,Patient Care Assistant,50362.73,13608.82,4539,30057.32,86358.53
32517,Gordon Long,Patient Care Assistant,60501.2,13754.18,7203.47,32581.57,124120.7
32546,Amanda Liu,Patient Care Assistant,67817.65,16267.29,7965.64,37262.77,135545.86
32645,Brian Jackson,Patient Care Assistant,67586.29,16208.07,7385.3,36578.64,127397.01
3267,Ashley Orr,Patient Care Assistant,5443.6,0,446.47,2002.21,7768.92
32679,Matthew Jackson,Patient Care Assistant,35491.9,8043.18,4078.29,19000.42,69317.51
32793,Fernando Strong,Patient Care Assistant,39651.41,7980.18,3379.92,22984.01,66682.17
32929,Rhonda Crawford,Patient Care Assistant,42631.17,11537.83,3717.63,27766.98,74077.45
32990,Tyler Richardson,Patient Care Assistant,35054.28,7339.76,2971.73,20573.68,58199.33
33028,Robert Fowler MD,Patient Care Assistant,67948.01,15316.92,7726.87,36098.73,127077.93
33050,Beth Frank,Patient Care Assistant,53476.88,13912.5,4755.52,31587.52,90868.32
33072,Jaime Stephenson,Patient Care Assistant,47504.48,12422.59,4183.33,28198.45,80216.96
33113,Natalie Brooks,Patient Care Assistant,31809.58,5486.88,2999.5,17792.1,55876.67
3318,Ronald Robbins,Patient Care Assistant,21386.01,5732.47,1854.95,13816.76,37214.34
33181,Donald Clark,Patient Care Assistant,67948.01,16334.03,8474.4,37863.37,145523.44
33205,Mark Vasquez,Patient Care Assistant,41627.04,11410.51,3691.6,26616.51,72799.24
33223,Ronald Williams,Patient Care Assistant,42286.78,11423.7,3768.17,25400.65,73794.86
33312,Mark Johnson,Patient Care Assistant,1467.51,0,113.62,556.11,2023.62
33348,Laura Walker,Patient Care Assistant,6750.83,0,570.09,2577.47,9941.04
33672,Joshua Luna,Patient Care Assistant,22383,0,1868.32,8395.8,32528.09
33690,Laura Bishop,Patient Care Assistant,20722,5725.98,2028.91,13780.24,39377.69
33909,Alexander Grant,Patient Care Assistant,28037,5844.63,2646.01,16675.07,50252.67
34049,Gary Cooper,Patient Care Assistant,35375.69,7890.22,2878.08,21121.24,59581.73
34058,Trevor Mitchell,Patient Care Assistant,38564.61,7847.88,3253.77,22399.18,63539.39
34110,Melinda Murray,Patient Care Assistant,58363.03,13631.28,5671.23,30511.37,99502.63
34308,Katelyn Carlson,Patient Care Assistant,51916,12153.22,5627.5,27822.98,99032.81
34494,Timothy Gray,Patient Care Assistant,2634,0,206.14,959.31,3593.31
34622,Joseph Perez,Patient Care Assistant,60214.76,13467.9,5455.36,30491.95,97140.36
34676,Jason Banks,Patient Care Assistant,16919.12,0,1431.98,6377.8,24873.99
34852,Eric White,Patient Care Assistant,49874,12618.6,4863,30536.54,94383.27
34918,Curtis Schneider,Patient Care Assistant,2469,0,191.15,894.11,3363.11
35118,Brandon Rodriguez,Patient Care Assistant,5291,0,442.4,1998.95,7713.27
35121,Stanley Bennett,Patient Care Assistant,42764.64,10905.67,4428.74,27884.1,83457.02
35313,Jennifer Miller,Patient Care Assistant,67948,16015.54,7582.96,36653.44,130028.08
35328,Susan Beltran,Patient Care Assistant,48815,13410.26,4412.73,29873.71,87784.11
35497,Joseph Ruiz,Patient Care Assistant,37333.28,10349.11,3516.89,13866,57525.3
3553,Sherry Khan,Patient Care Assistant,55615.62,13133.68,5020.8,28831.23,92935.34
3555,Bruce White,Patient Care Assistant,52845.46,13396.8,4834.16,30997.06,89832.26
35556,Rachel Snyder,Patient Care Assistant,20563.44,5410.42,1817.53,13215.65,36129.97
35607,Evan Watts,Patient Care Assistant,3555.9,0,275.57,1292.35,4851.76
35619,Kendra Scott,Patient Care Assistant,5828,1446.51,622.04,3574.89,11299.73
35739,John Olsen,Patient Care Assistant,51922.38,12300.92,4547.13,29389.96,84468.15
35784,Kimberly Jackson DDS,Patient Care Assistant,6465.11,1739.08,550.21,4192.11,10932.74
35943,David Zimmerman,Patient Care Assistant,58189.05,13729.98,5021.66,29942.99,96392.31
3601,Mary Collins,Patient Care Assistant,1359.56,0,115.78,515.4,2010.92
36053,Patrick Aguilar,Patient Care Assistant,2809.6,0,219.73,1023.11,3832.71
36122,Kevin Schmidt,Patient Care Assistant,66657,14617.06,6244.44,33665.38,112940.75
36142,Justin Elliott,Patient Care Assistant,56304.73,13277.13,5102.69,18379.82,80550.35
36199,Kristin Suarez,Patient Care Assistant,59446.8,14902.44,5228.33,32909.55,97682
36201,Rachel Scott,Patient Care Assistant,15058,0,1165.78,5584.37,20642.37
36315,Christina Mendoza,Patient Care Assistant,48493.8,11480.02,4219.25,25010.71,78926.73
36516,Brian Sanders,Patient Care Assistant,13636.7,0,1081.79,5070.89,19043.95
36565,Taylor Strickland,Patient Care Assistant,30129.42,6592.87,2576.52,15002.94,48053.62
36593,Nancy Miller,Patient Care Assistant,35890.69,7890.22,3042.65,21436.43,59719.29
36952,Theresa Cox,Patient Care Assistant,15299.54,0,1280.49,5780.68,22320.09
36994,Travis Sanders,Patient Care Assistant,54017.34,13828.68,5289.37,32166.72,99940.16
37007,Christopher Collins,Patient Care Assistant,59852.34,13382.47,5442.14,30323,96874.47
37032,Kevin James,Patient Care Assistant,67948,16159.05,6594.74,35808.73,117549.63
37099,Kayla Rogers,Patient Care Assistant,60656.72,15381.55,5491.72,33921.43,101962
37252,Selena Porter,Patient Care Assistant,60338.02,13476.93,5320.69,30390.15,95317.26
37325,Steven Hunter,Patient Care Assistant,28453,6241.85,2548.63,14313.72,45153.27
37385,Karina Brown,Patient Care Assistant,65792.56,14366.2,5851.37,32861.41,104199.46
37493,Joshua Thomas,Patient Care Assistant,54004.12,12825.74,4775.13,30646.4,88734.87
3753,Charles Sanchez,Patient Care Assistant,69240.16,16706.48,9277.69,39280.75,157207.87
37597,Shannon Stewart,Patient Care Assistant,36388.78,8583.27,3342.29,18919.24,59005.65
37609,James Robinson,Patient Care Assistant,49811.5,12822.94,3989.47,29854.79,82409.97
37691,Daniel Hall,Patient Care Assistant,1377.07,0,112.9,517.73,1976.02
37729,Carrie Miller,Patient Care Assistant,67937.25,14983.57,6489.67,34526.11,116935.83
37846,Julie Torres,Patient Care Assistant,67948,16051.82,6048.18,35154.94,111856.99
3787,Kylie Johnson,Patient Care Assistant,5041.2,0,400.18,1906.52,7075.51
37936,Frances Duarte,Patient Care Assistant,2809.6,0,228.44,1031.82,3953.8
37980,Lawrence Simmons,Patient Care Assistant,45801.02,10821.86,4184.22,23795.63,76846.41
38032,Mary Murray,Patient Care Assistant,61547.82,13570.27,5677.64,31077.94,105805.44
38255,Jamie Rogers,Patient Care Assistant,60752.99,14447.31,5200.45,31320.32,97623.5
38357,Thomas Potts,Patient Care Assistant,38881,8404.15,3833.26,19769.11,66754.63
38425,Jason Gould,Patient Care Assistant,12752.03,3370.66,1074.3,8134.36,21854.49
38427,Wendy Caldwell,Patient Care Assistant,46428.21,11748.16,4401.15,29135.21,84888.9
38570,Douglas Salas,Patient Care Assistant,38563,8456.36,3368.16,23122.05,65698.8
38707,Rachel Moore,Patient Care Assistant,54043,13861.65,4868.16,31784.75,94013.67
38813,Jessica Ingram,Patient Care Assistant,60825.35,13579.32,5426.07,30692.07,97868.03
38817,Lisa Brooks,Patient Care Assistant,67687.3,16248.11,6561.41,35814.25,119178.57
38965,Barbara Moore,Patient Care Assistant,60720.91,16107.08,8378.91,37537.79,141559.94
39076,Kimberly Jones,Patient Care Assistant,3884.1,435.66,330.78,1871.09,6143.6
39257,Ashlee Jones,Patient Care Assistant,19765.57,0,1668.17,7513.08,29060.16
39348,Carolyn Diaz,Patient Care Assistant,51352.06,12983.77,4418.74,29952.07,84736.8
39355,William Hopkins,Patient Care Assistant,24209.83,5235.13,2120.75,14443.83,41337.95
39401,Tabitha Robbins,Patient Care Assistant,12808.44,0,1072.28,4838.95,18689.11
39410,Julie Roberts,Patient Care Assistant,21585.69,5772.68,1878.58,13931.88,38990.43
39430,Lauren Thomas,Patient Care Assistant,17591.28,4931.44,1671.67,11718.07,32797.85
3946,Dawn Miller,Patient Care Assistant,39951.73,10332.19,3037.1,23201.23,66208.91
39462,Steven Johnson,Patient Care Assistant,17637.6,0,1473.65,6646.79,25681.35
39645,Amanda Cruz,Patient Care Assistant,44299.8,10463.42,5216.05,24202.21,87668.28
39657,Justin Miller,Patient Care Assistant,6431.99,1387.04,587.92,3229.05,9734.9
39678,Robert Crosby,Patient Care Assistant,3336.4,0,258.3,1212.31,4548.71
39712,Erin Rocha,Patient Care Assistant,46637.97,12080.31,4681.14,28485.79,87158.15
39909,Maria Long,Patient Care Assistant,2028,0,157.01,759.54,2787.54
39950,Andrew Williams,Patient Care Assistant,60630.58,14335.56,5380.36,31364.95,100009.91
3999,Gordon Flores,Patient Care Assistant,7537.4,0,583.55,2797.43,10334.83
40008,Tonya Valenzuela,Patient Care Assistant,44973.29,11574.46,3867.01,27217.85,78155.23
4003,Daniel Johnson,Patient Care Assistant,54043,13690.76,4589.63,31335.33,91505.15
40050,Amy Stevens,Patient Care Assistant,54043.01,13666.44,4469.96,31191.34,86738.05
